Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
7,5,2,0,1,1,2,5,7,3,0,1,1,3,7,11,1,1,1,0,5,3,10,1,1,0,0,5,2,False,False
50,2,1,0,0,0,1,2,1,0,0,1,0,0,1,6,3,0,0,1,3,6,10,1,1,0,0,5,2,False,True
53,13,2,1,1,1,6,5,11,1,1,1,0,5,3,15,3,1,1,1,7,7,15,3,1,1,1,7,7,False,True
19,14,3,1,0,1,7,6,9,0,1,1,0,4,1,6,3,0,0,1,3,6,13,2,1,1,1,6,5,False,True
66,11,1,1,1,0,5,3,5,2,0,1,1,2,5,15,3,1,1,1,7,7,3,1,0,1,0,1,3,True,True
25,14,3,1,0,1,7,6,4,2,0,0,1,2,4,0,0,0,0,0,0,0,15,3,1,1,1,7,7,False,True
44,4,2,0,0,1,2,4,8,0,1,0,0,4,0,12,2,1,0,1,6,4,12,2,1,0,1,6,4,False,True
13,6,3,0,0,1,3,6,2,1,0,0,0,1,2,0,0,0,0,0,0,0,9,0,1,1,0,4,1,True,False
76,13,2,1,1,1,6,5,13,2,1,1,1,6,5,4,2,0,0,1,2,4,4,2,0,0,1,2,4,True,True
3,7,3,0,1,1,3,7,5,2,0,1,1,2,5,10,1,1,0,0,5,2,12,2,1,0,1,6,4,False,True
17,1,0,0,1,0,0,1,15,3,1,1,1,7,7,9,0,1,1,0,4,1,10,1,1,0,0,5,2,False,True
38,13,2,1,1,1,6,5,2,1,0,0,0,1,2,15,3,1,1,1,7,7,9,0,1,1,0,4,1,False,False
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,1,1,6,5,13,2,1,1,1,6,5,False,False
65,0,0,0,0,0,0,0,11,1,1,1,0,5,3,6,3,0,0,1,3,6,3,1,0,1,0,1,3,False,True
6,4,2,0,0,1,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
36,15,3,1,1,1,7,7,1,0,0,1,0,0,1,8,0,1,0,0,4,0,2,1,0,0,0,1,2,True,False
